global_idx,sentence,verb,theme,theme.pron,recipient,rec.pron,verb_lemma,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,babylm-default_ratio,babylm-balanced_ratio,loose-balanced_ratio,loose-default_ratio,removed_ratio,conti
17972,"And as we have to send diplomats to new postings every three years, this idea is obviously not for us, but I do approve the principle.",send,diplomats,n,new postings,n,send,VB,5,,IN,ADP,8,NNS,NOUN,6,to,7,29,prep,alternating,"And as we have to send new postings diplomats every three years, this idea is obviously not for us, but I do approve the principle.",-0.1802473068,-0.01592206955,-0.06140756607,-0.1038975716,-0.1065025329589843,1
21215,These surveys ranging from north to south and submitted a massive twelve volume report to Congress with the results in early 1855.,submitted,a massive twelve volume report,n,congress,n,submit,VBD,8,,IN,ADP,15,NN,NOUN,9,to,14,23,prep,po_only,These surveys ranging from north to south and submitted congress a massive twelve volume report with the results in early 1855.,-0.6883006096,-0.4723596573,-0.5505981445,-0.5463204384,0.6692500114440918,1
8009,Outside the women were employing every pot in camp to cook meat and boil coffee for our guests.,boil,coffee,n,our guests,n,boil,VB,13,,IN,ADP,16,NN,NOUN,14,for,15,19,dative,benefactive_alternating,Outside the women were employing every pot in camp to cook meat and boil our guests coffee.,-0.5845155716,-0.685708046,-0.5603556633,-0.4598784447,0.4635128974914551,1
15284,And drive ourselves to freedom.,drive,ourselves,p,freedom,n,drive,VB,1,,IN,ADP,4,PRP,PRON,2,to,3,6,prep,alternating,And drive freedom ourselves.,-2.187200546,-1.873117924,-1.934393883,-1.839987278,1.0711708068847656,1
24861,"On the other hand, Bossuet strongly contended that heretics could not be too severely dealt with: ""It is dangerous to call attention to passages that manifest the firmness of these people without also indicating wherein this firmness has been overrated: otherwise they are credited with a moral steadfastness which elicits sympathy and leads to their being excused"".",call,attention,n,passages that manifest the firmness of these people without also indicating wherein this firmness has been overrated,n,call,VB,23,,IN,ADP,26,NN,NOUN,24,to,25,63,prep,po_only,"On the other hand, Bossuet strongly contended that heretics could not be too severely dealt with: ""It is dangerous to call passages that manifest the firmness of these people without also indicating wherein this firmness has been overrated attention : otherwise they are credited with a moral steadfastness which elicits sympathy and leads to their being excused"".",-0.228413105,-0.2504405975,-0.1559371948,-0.2237348557,0.0734853744506836,1
14437,If you make 'paniyaram' you can send it to my mother,send,it,i,my mother,n,send,VB,8,you,IN,ADP,11,PRP,PRON,9,to,10,13,dative,alternating,If you make 'paniyaram' you can send my mother it,-1.09297061,-0.5091531277,-0.4811897278,-0.847935915,0.3138728141784668,1
17679,It seems you've done nothing more than pass the knife from one person to another.,pass,the knife,n,another,n,pass,VB,8,,IN,ADP,15,NN,NOUN,9,to,14,17,prep,alternating,It seems you've done nothing more than pass another the knife from one person.,-1.125340939,-1.272358656,-0.9922559261,-1.413412809,1.1351242065429688,0
16218,Take me to Laurence's.,Take,me,p,laurence's,n,take,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,6,prep,alternating,Take laurence's me.,-2.247694731,-1.978752613,-1.639281273,-1.869795799,1.442302703857422,1
22925,"They gave the remaining 2% to Chaleo's son Chalerm, but it was agreed that Mateschitz would run the company.",gave,the remaining 2 %,n,chaleo's son chalerm,n,give,VBD,1,they,IN,ADP,7,NN,NOUN,2,to,6,23,prep,alternating,"They gave chaleo's son chalerm the remaining 2%, but it was agreed that Mateschitz would run the company.",-0.3458561897,-0.4701216221,-0.2598702908,-0.4850594997,0.0414013862609863,1
24248,"Guest, she and her husband were temporarily suspended from the club after they brought Jewish guests - Estée Lauder and her husband - to a party there in 1972.",brought,jewish guests - estée lauder and her husband -,n,a party there,n,bring,VBD,14,they,IN,ADP,25,NNS,NOUN,15,to,24,31,prep,alternating,"Guest, she and her husband were temporarily suspended from the club after they brought a party there Jewish guests - Estée Lauder and her husband - in 1972.",-0.4705905914,-0.3302459717,-0.4054722786,-0.41822052,0.2119836807250976,1
1604,"erm Now, perhaps we come back to what can we do at this end, and I think Friends of the Earth has done an excellent job in bringing it to peoples' attention that large areas of tropical forest are being destroyed at roughly the rate of 0. 7 or 0. 8 percent of the forest each year, erm and they, you know I'm in agreement with them on the fact that forest is disappearing, it's dangerous in many places, it's catastrophic in some, for instance, particularly in West Africa, the clearing that's gone on in the Ivory Coast is pretty disastrous, and erm there are indications that the West African strip of forest along the strip of the West African Coast by removing that you're going to make not only that area slightly drier, but mainly the northern areas of those countries, and the  drier, so it may well affect climate.",bringing,it,i,peoples ' attention,n,bring,VBG,29,,IN,ADP,32,PRP,PRON,30,to,31,174,prep,alternating,"erm Now, perhaps we come back to what can we do at this end, and I think Friends of the Earth has done an excellent job in bringing peoples ' attention it that large areas of tropical forest are being destroyed at roughly the rate of 0. 7 or 0. 8 percent of the forest each year, erm and they, you know I'm in agreement with them on the fact that forest is disappearing, it's dangerous in many places, it's catastrophic in some, for instance, particularly in West Africa, the clearing that's gone on in the Ivory Coast is pretty disastrous, and erm there are indications that the West African strip of forest along the strip of the West African Coast by removing that you're going to make not only that area slightly drier, but mainly the northern areas of those countries, and the  drier, so it may well affect climate.",-0.1415600777,-0.04894804955,-0.02274847031,-0.06510972977,0.0459303855895996,1
23826,"At Metacritic, which assigns a normalized rating out of 100 to reviews from critics, the album received an average score of 83, which indicates ""universal acclaim"", based on 10 reviews, and was the 85th highest rated album of 2015.",assigns,a normalized rating out of 100,n,reviews from critics,n,assign,VBZ,4,which,IN,ADP,12,NN,NOUN,5,to,11,47,dative,alternating,"At Metacritic, which assigns reviews from critics a normalized rating out of 100, the album received an average score of 83, which indicates ""universal acclaim"", based on 10 reviews, and was the 85th highest rated album of 2015.",-0.5982185602,0.1359763145,0.1195065975,0.02449655533,-0.2139208316802978,1
17834,"Now, I didn't use my power to float that bottle to Tabatha and I know you promised Darwin to restrain yourself.",float,that bottle,n,tabatha,n,float,VB,9,,IN,ADP,13,NN,NOUN,10,to,12,24,prep,alternating,"Now, I didn't use my power to float tabatha that bottle and I know you promised Darwin to restrain yourself.",-0.1229214668,-0.1733198166,-0.03893518448,-0.1541571617,0.1255702972412109,1
21569,The king would give a commissioned rank to leaders that would be recognized throughout his army by the use of Letters patent or brevet.,give,a commissioned rank that would be recognized throughout his army by the use of letters patent or brevet,n,leaders,n,give,VB,3,the king,IN,ADP,8,NN,NOUN,4,to,7,25,dative,alternating,The king would give leaders a commissioned rank that would be recognized throughout his army by the use of Letters patent or brevet.,-0.118584156,-0.2004313469,-0.0598487854,-0.1853947639,0.0386590957641601,0
13569,Maybe you can come sing some backgrounds for me?,sing,some backgrounds,n,me,p,sing,VB,4,,IN,ADP,8,NNS,NOUN,5,for,7,10,dative,benefactive_alternating,Maybe you can come sing me some backgrounds?,-0.5849094391,-0.7805123329,-1.248850822,-0.6823868752,1.2289786338806152,1
17196,"Himanshu, show the note to the Judge.",show,the note,n,the judge,n,show,VB,2,,IN,ADP,6,NN,NOUN,3,to,5,9,dative,alternating,"Himanshu, show the judge the note.",-0.7592439651,-0.4161787033,-0.2213389874,-0.6884884834,0.6337251663208008,1
7975,"We now see that the gods themselves sent us to you, that in our old age we should have one last fight with the cut-throats.",sent,us,p,you,p,send,VBD,7,the gods themselves,IN,ADP,10,PRP,PRON,8,to,9,27,dative,alternating,"We now see that the gods themselves sent you us, that in our old age we should have one last fight with the cut-throats.",-0.3199441433,-0.2002639771,-0.2083158493,-0.2520008087,0.3320345878601074,1
9849,"You turned me down for homecoming and prom, even though I didn't ask you to either one.",ask,you,p,either one,n,ask,VB,14,i,IN,ADP,17,PRP,PRON,15,to,16,20,prep,alternating,"You turned me down for homecoming and prom, even though I didn't ask either one you.",-0.4392991066,-0.5306787491,-0.1766428947,-0.3094534874,0.3677687644958496,1
13129,Leave him to me!,Leave,him,p,me,p,leave,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,5,prep,alternating,Leave me him!,-2.704432011,-1.131615877,-1.566672325,-1.803750992,0.4139857292175293,1
24764,He is very much involved in social work and as a professional singer contributes a lot to the industry and to the people he belongs to.,contributes,a lot,n,the industry and to the people he belongs to,n,contribute,VBZ,13,,IN,ADP,17,NN,NOUN,14,to,16,27,prep,po_only,He is very much involved in social work and as a professional singer contributes the industry and to the people he belongs to a lot.,-0.9081301689,-0.9352989197,-0.6768188477,-0.8942017555,0.6395976543426514,1
20445,"Mr. Endicott sold his handmade razors exclusively to his own clients, and highly favoured ones, at that.",sold,his handmade razors,n,his own clients,n,sell,VBD,2,mr. endicott,IN,ADP,8,NNS,NOUN,3,to,7,20,dative,alternating,"Mr. Endicott sold his own clients his handmade razors exclusively, and highly favoured ones, at that.",-0.5534853935,-0.6592822075,-0.5464010239,-0.6272034645,0.6354117393493652,0
5048,"Knowing that Ozana would no longer need them to carry her back to Mount Illuso, Ozma had thoughtfully transported the swans from the court-yard of her palace to their pond when she had worked the fairy spell that had brought the Story Blossom Garden to Oz.",transported,the swans,n,their pond,n,transport,VBN,19,ozma,IN,ADP,29,NNS,NOUN,20,to,28,48,prep,po_only,"Knowing that Ozana would no longer need them to carry her back to Mount Illuso, Ozma had thoughtfully transported their pond the swans from the court-yard of her palace when she had worked the fairy spell that had brought the Story Blossom Garden to Oz.",-0.3619327545,-0.09633255005,-0.1283078194,-0.4220123291,0.2921757698059082,0
8286,He can show pity to the unfortunate.,show,pity,n,the unfortunate,n,show,VB,2,he,IN,ADP,5,NN,NOUN,3,to,4,8,dative,alternating,He can show the unfortunate pity.,-1.242172718,-1.258085728,-1.170087814,-0.7185034752,0.0865082740783691,1
20153,"Look, how about letting me make the rounds for you tonight?",make,the rounds,n,you,p,make,VB,6,me,IN,ADP,10,NNS,NOUN,7,for,9,13,dative,benefactive_alternating,"Look, how about letting me make you the rounds tonight?",-0.6445457935,-0.4672753811,-0.7822318077,-0.6035170555,0.2310686111450195,1
10406,He hid me inside his coat and took me to the border between Germany and PoJand to his parents.,took,me,p,the border between germany and pojand,n,take,VBD,7,,IN,ADP,10,PRP,PRON,8,to,9,20,prep,alternating,He hid me inside his coat and took the border between germany and pojand me to his parents.,-0.523878336,-0.6314675808,-0.5851221085,-0.4632287025,0.3957819938659668,1
25275,"He said that whilst it was not a crime to transfer the pictures to friends, those who had posted the images to Internet web pages could be in breach of the law.",posted,the images,n,internet web pages,n,post,VBN,19,who,IN,ADP,23,NNS,NOUN,20,to,22,34,prep,alternating,"He said that whilst it was not a crime to transfer the pictures to friends, those who had posted internet web pages the images could be in breach of the law.",-0.3279650211,-0.4199113846,-0.1652989388,-0.398308754,0.2232217788696289,1
12342,Or you sold it to somebody.,sold,it,i,somebody,n,sell,VBD,2,you,IN,ADP,5,PRP,PRON,3,to,4,7,dative,alternating,Or you sold somebody it.,-1.930276871,-1.268090248,-1.715262413,-3.181779861,1.793992519378662,1
20192,Still renting your gun to the highest bidder?,renting,your gun,n,the highest bidder,n,rent,VBG,1,,IN,ADP,5,NN,NOUN,2,to,4,9,prep,alternating,Still renting the highest bidder your gun?,-2.091150284,-1.425037384,-1.612906456,-2.012174129,2.069862365722656,1
12557,"I just want to take a brief timeout to give a shout-out to our queen of the beach winner and the runner up, who are currently on the beach shooting their sexy, sexy photo shoot.",give,a shout-out,n,"our queen of the beach winner and the runner up , who are currently on the beach shooting their sexy , sexy photo shoot",n,give,VB,9,,IN,ADP,13,NN,NOUN,10,to,12,38,dative,alternating,"I just want to take a brief timeout to give our queen of the beach winner and the runner up, who are currently on the beach shooting their sexy, sexy photo shoot a shout-out.",-0.4907121658,-0.4610271454,-0.31945467,-0.2970137596,0.1422882080078125,1
10707,"Is it fair to send the faithful to their graves, stripped of all hope?",send,the faithful,n,their graves,n,send,VB,4,,IN,ADP,8,JJ,ADJ,5,to,7,16,prep,alternating,"Is it fair to send their graves the faithful, stripped of all hope?",-1.323448658,-0.9022388458,-0.8299307823,-1.327055454,0.8499908447265625,1
23620,He pitted with 52 laps to go and handed the lead to Ryan Blaney.,handed,the lead,n,ryan blaney,n,hand,VBD,8,,IN,ADP,12,NN,NOUN,9,to,11,15,dative,alternating,He pitted with 52 laps to go and handed ryan blaney the lead.,-0.5514659882,-0.729985714,-0.3412237167,-0.5573506355,0.3263783454895019,1
20686,The Webby Awards take place every year and give awards to the best websites.,give,awards,n,the best websites,n,give,VBP,8,,IN,ADP,11,NNS,NOUN,9,to,10,15,dative,alternating,The Webby Awards take place every year and give the best websites awards.,-0.8996968269,-0.9283194542,-0.3921451569,-0.5725121498,0.2429587841033935,1
6896,"The sweet, cold air, with a bracing wind in his face, gave peace to the nerves but now strained and fevered in the fight with appetite.",gave,peace,n,the nerves,n,give,VBD,14,"the sweet , cold air ,",IN,ADP,17,NN,NOUN,15,to,16,30,dative,alternating,"The sweet, cold air, with a bracing wind in his face, gave the nerves peace but now strained and fevered in the fight with appetite.",-0.2440500259,-0.2808594704,-0.2354669571,-0.4785718918,0.2511472702026367,1
12586,"Files, letters from patients, pictures of healthy children, anything you can find-- and then let them sell it back to their friends on the board.",sell,it,i,their friends on the board,n,sell,VB,19,them,IN,ADP,23,PRP,PRON,20,to,22,29,prep,alternating,"Files, letters from patients, pictures of healthy children, anything you can find-- and then let them sell their friends on the board it back.",-0.8245925903,-0.669198513,-0.6390118599,-0.7390255928,0.7105050086975098,0
25357,"Denmark, Luxemburg-Casco, Marinette & Oconto Falls would leave the Bay to the EVC along with Olympian Member Wrightstown.",leave,the bay,n,the evc,n,leave,VB,9,"denmark , luxemburg-casco , marinette & oconto falls",IN,ADP,13,NNP,PROPN,10,to,12,21,prep,alternating,"Denmark, Luxemburg-Casco, Marinette & Oconto Falls would leave the evc the Bay along with Olympian Member Wrightstown.",-0.1749258041,-0.255095005,-0.3541426659,-0.2526168823,0.4161748886108398,1
16206,"Well, I gave it to her.",gave,it,i,her,p,give,VBD,3,i,IN,ADP,6,PRP,PRON,4,to,5,8,dative,alternating,"Well, I gave her it.",-0.9732339382,-0.5491321087,-0.4090709686,-1.006147861,0.4928040504455566,1
1067,could you you give that to daddy?,give,that,i,daddy,n,give,VB,3,you,IN,ADP,6,DT,PRON,4,to,5,8,prep,alternating,could you you give daddy that?,-1.077420473,-1.237048864,-1.046860456,-1.212180376,1.071484088897705,1
15813,I'm starting to see why they take guys to the garage.,take,guys,n,the garage,n,take,VBP,7,they,IN,ADP,10,NNS,NOUN,8,to,9,13,prep,alternating,I'm starting to see why they take the garage guys.,-0.3199300766,-0.006415605545,-0.09782385826,-0.3105204105,-0.0168976783752441,1
15980,"- We will carry it to the grave, ok?",carry,it,i,the grave,n,carry,VB,3,we,IN,ADP,6,PRP,PRON,4,to,5,11,prep,alternating,"- We will carry the grave it, ok?",-1.976817131,-0.6316373348,-0.6629736423,-1.629961252,1.400209903717041,1
1400,"If mid-field players are on it, give it to him.",give,it,i,him,p,give,VB,7,,IN,ADP,10,PRP,PRON,8,to,9,12,dative,alternating,"If mid-field players are on it, give him it.",-0.5785431862,-0.3120176792,-0.6093497276,-0.7009265423,0.2513527870178222,1
8923,“I told her I thought I could play dead to the satisfaction of any reasonable manager and she gave me a card to the producer.,gave,a card,n,the producer,n,give,VBD,19,she,IN,ADP,24,NN,NOUN,21,to,23,27,prep,alternating,“I told her I thought I could play dead to the satisfaction of any reasonable manager and she gave me the producer a card.,-0.4557466507,-0.4157171249,-0.3094658852,-0.3527870178,0.5533838272094727,0
173,and the mommy tried to feed miss spider to her babies.,feed,miss spider,n,her babies,n,feed,VB,5,,IN,ADP,9,NN,NOUN,6,to,8,12,dative,alternating,and the mommy tried to feed her babies miss spider.,0.0255689621,-0.006510734558,-0.0850725174,-0.2108869553,-0.1901826858520507,1
12743,My father collected books and though I read them all before I lost my sight he used to sit and read them to me over and over again.,read,them,p,me,p,read,VB,20,,IN,ADP,23,PRP,PRON,21,to,22,29,dative,alternating,My father collected books and though I read them all before I lost my sight he used to sit and read me them over and over again.,-0.2356710434,-0.07156300545,-0.1640594006,-0.2968444824,-0.0045905113220214,1
14346,"She hands the kid to Joe, he hands it back.",hands,the kid,n,joe,n,hand,VBZ,1,she,IN,ADP,5,NN,NOUN,2,to,4,12,dative,alternating,"She hands joe the kid, he hands it back.",-0.7180347443,-0.554523468,-0.2749872208,-0.7675924301,0.356241226196289,1
8700,"The song was evidently something pathetic, for it brought tears to the eyes of the impressionable Greeks.",brought,tears,n,the eyes of the impressionable greeks,n,bring,VBD,9,it,IN,ADP,12,NNS,NOUN,10,to,11,19,prep,alternating,"The song was evidently something pathetic, for it brought the eyes of the impressionable greeks tears.",-1.096631765,-0.8295733929,-1.001707077,-0.8289866447,0.5700860023498535,1
6508,"But there was one who listened to Coldheart while he gave his orders to the evil Lynx, although she was no Sioux.",gave,his orders,n,the evil lynx,n,give,VBD,10,he,IN,ADP,14,NNS,NOUN,11,to,13,24,dative,alternating,"But there was one who listened to Coldheart while he gave the evil lynx his orders, although she was no Sioux.",-0.5928106308,-0.1499090195,-0.4531035423,-0.4415078163,0.6821050643920898,1
11381,Mr. Milton brought me to the cellar of the flat and there he changed... into myself in front my own eyes!,brought,me,p,the cellar of the flat,n,bring,VBD,2,mr. milton,IN,ADP,5,PRP,PRON,3,to,4,25,prep,alternating,Mr. Milton brought the cellar of the flat me and there he changed... into myself in front my own eyes!,-0.8540267944,-0.4443359375,-0.4133219719,-0.5008187294,0.5163717269897461,1
18380,"It'll be easy, she says, every Guard owes allegiance to him.",owes,allegiance,n,him,p,owe,VBZ,10,every guard,IN,ADP,13,NN,NOUN,11,to,12,15,prep,alternating,"It'll be easy, she says, every Guard owes him allegiance.",-0.7033295631,-0.3578224182,-0.3686094284,-0.5754199028,0.4492802619934082,1
21655,A television network is a network to provide television programming to many television stations.,provide,television programming,n,many television stations,n,provide,VB,7,,IN,ADP,11,NN,NOUN,8,to,10,15,prep,po_only,A television network is a network to provide many television stations television programming.,-0.6245074272,-0.760165453,-0.4497129917,-0.4842851162,0.4447252750396728,1
13601,"All I got is the blanket they wrapped her in when they handed her to me, because I asked to see her.",handed,her,p,me,p,hand,VBD,12,they,IN,ADP,15,PRP,PRON,13,to,14,24,dative,alternating,"All I got is the blanket they wrapped her in when they handed me her, because I asked to see her.",-0.4535937309,-0.4070055485,-0.1744713783,-0.4748027325,0.2425131797790527,1
7522,"But I sent a line to you by the guard, ' she said; 'I gave you our address and asked you to call and see my mother, and let Dolly thank you properly. '",sent,a line,n,you,p,send,VBD,3,i,IN,ADP,7,NN,NOUN,4,to,6,40,dative,alternating,"But I sent you a line by the guard, ' she said; 'I gave you our address and asked you to call and see my mother, and let Dolly thank you properly. '",0.01083517075,-0.100212574,-0.06619119644,0.02282643318,0.0228047370910644,1
2894,"ah leave it to me, leave it to me",leave,it,i,me,p,leave,VB,1,,IN,ADP,4,PRP,PRON,2,to,3,10,prep,alternating,"ah leave me it, leave it to me",-1.258287907,-0.5384399891,-0.3484163284,-1.581003428,1.4275217056274414,1
23537,"de Witt-Schlumberger, took the initiative and called for the national associations of the allied countries to send representatives to Paris to bring pressure on it.",send,representatives,n,paris,n,send,VB,17,the national associations of the allied countries,IN,ADP,20,NNS,NOUN,18,to,19,27,prep,alternating,"de Witt-Schlumberger, took the initiative and called for the national associations of the allied countries to send paris representatives to bring pressure on it.",-0.4701356888,-0.3242321014,-0.3400511742,-0.4861021042,0.2261137962341308,1
14511,- You give him to me!,give,him,p,me,p,give,VBP,2,you,IN,ADP,5,PRP,PRON,3,to,4,7,prep,alternating,- You give me him!,-1.137420416,-0.7539722919,-1.000364304,-1.075662613,0.0297431945800781,1
23928,Sanger began to sell or lease lots to settlers and built the first sawmill there on Oriskany Creek in 1793 in what became the village of Waterville.,lease,lots,n,settlers,n,lease,VB,5,,IN,ADP,8,NNS,NOUN,6,to,7,28,dative,alternating,Sanger began to sell or lease settlers lots and built the first sawmill there on Oriskany Creek in 1793 in what became the village of Waterville.,0.1184248924,-0.164940834,-0.1939849854,0.1225037575,0.0742959976196289,1
10789,"From there, we'll introduce the audience to a new segment within your show where we'll hand-pick lifestyle pieces that bridge",introduce,the audience,n,a new segment within your show where we 'll hand-pick lifestyle pieces that bridge,n,introduce,VB,5,we,IN,ADP,9,NN,NOUN,6,to,8,23,prep,po_only,"From there, we'll introduce a new segment within your show where we 'll hand-pick lifestyle pieces that bridge the audience ",0.2861800194,0.3443608284,0.205663681,0.207924366,0.00303316116333,1
7871,"""George, you must show that to Mr.",show,that,i,mr.,n,show,VB,5,you,IN,ADP,8,DT,PRON,6,to,7,9,prep,alternating,"""George, you must show mr. that ",-0.8770332336,-1.132200718,-0.9671244621,-0.913380146,0.1760015487670898,1
5466,The train of bearers who carried the bride's possessions to her new home seemed to reach across the waves from one end of the sea to the other.,carried,the bride's possessions,n,her new home,n,carry,VBD,5,who,IN,ADP,11,NNS,NOUN,6,to,10,30,prep,alternating,The train of bearers who carried her new home the bride's possessions seemed to reach across the waves from one end of the sea to the other.,-0.4751808643,-0.3458254337,-0.3505187035,-0.476590395,0.4502365589141845,0
19050,Those alpha waves will take me north to his secret.,take,me,p,his secret,n,take,VB,4,those alpha waves,IN,ADP,8,PRP,PRON,5,to,7,11,prep,alternating,Those alpha waves will take his secret me north.,-1.159303665,-0.9385380745,-0.9844603539,-1.048657894,1.6864933967590332,0
21689,(I am a DPS so I would give this to the groups healer instead. ),give,this,i,the groups healer,n,give,VB,8,i,IN,ADP,11,DT,PRON,9,to,10,17,dative,alternating,(I am a DPS so I would give the groups healer this instead. ),-0.4553256035,-0.4193134308,-0.4397945404,-0.2986302376,0.4634032249450683,1
16463,"No one flew you to Nassau, Cliff.",flew,you,p,nassau,n,fly,VBD,2,no one,IN,ADP,5,PRP,PRON,3,to,4,9,prep,alternating,"No one flew nassau you, Cliff.",-2.153281212,-1.310248852,-1.000511169,-1.401239872,1.062467098236084,1
24799,Spike takes Dawn to the hospital and Buffy confronts a devastated and remorseful Willow who is now finally able to ask for help.,takes,dawn,n,the hospital,n,take,VBZ,1,spike,IN,ADP,4,NNP,PROPN,2,to,3,24,prep,alternating,Spike takes the hospital Dawn and Buffy confronts a devastated and remorseful Willow who is now finally able to ask for help.,-0.7347860336,-0.4876785278,-0.5955023766,-0.3657164574,0.2447290420532226,1
10116,"For 'medical interest', and to present the case to the ethics council.",present,the case,n,the ethics council,n,present,VB,8,,IN,ADP,12,NN,NOUN,9,to,11,16,prep,po_only,"For 'medical interest', and to present the ethics council the case.",-1.231277466,-0.8399991989,-0.7543029785,-1.232925415,0.5713353157043457,1
298,give it to mummy?,give,it,i,mummy,n,give,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,5,dative,alternating,give mummy it?,-2.606695175,-1.708935499,-1.651830435,-2.761885881,1.9452667236328125,1
9910,I can't pass him to his unfilial uncle.,pass,him,p,his unfilial uncle,n,pass,VB,3,i,IN,ADP,6,PRP,PRON,4,to,5,10,prep,alternating,I can't pass his unfilial uncle him.,-1.400437832,-0.7331037521,-1.058283329,-0.8444468975,0.3566904067993164,1
5033,"In a rage, Queen Ra tore the useless belt from her waist and flung it to the throne room floor.",flung,it,i,the throne room floor,n,fling,VBD,14,,IN,ADP,17,PRP,PRON,15,to,16,22,prep,alternating,"In a rage, Queen Ra tore the useless belt from her waist and flung the throne room floor it.",-1.362686157,-0.3055119514,-0.1449794769,-0.8133831024,0.6671075820922852,1
21160,Reiner started bringing a tape recorder to the parties because of this.,bringing,a tape recorder,n,the parties,n,bring,VBG,2,,IN,ADP,7,NN,NOUN,3,to,6,13,dative,alternating,Reiner started bringing the parties a tape recorder because of this.,-0.9738740921,-0.3824796677,-0.5347323418,-0.9200382233,0.4747562408447265,1
3760,"Next he asked for the hand of Hadvor, which the King readily gave him, and being now an old man, gave the kingdom to him as well; and so Hermod became King.",gave,the kingdom,n,him,p,give,VBD,23,,IN,ADP,27,NN,NOUN,24,to,26,37,dative,alternating,"Next he asked for the hand of Hadvor, which the King readily gave him, and being now an old man, gave him the kingdom as well; and so Hermod became King.",0.06924247742,-0.06095314026,0.009581565857,0.05925917625,-0.0720589160919189,1
5885,"I leave it to the boys here. """,leave,it,i,the boys here,n,leave,VBP,1,i,IN,ADP,4,PRP,PRON,2,to,3,9,prep,alternating,"I leave the boys here it. """,-1.522650719,-1.175278187,-1.179701567,-1.655184031,1.0004940032958984,1
1511,Still to come: Oxfam pays tribute to Jordan's help for refugees from Iraq.,pays,tribute,n,jordan's help for refugees from iraq,n,pay,VBZ,5,oxfam,IN,ADP,8,NN,NOUN,6,to,7,16,prep,alternating,Still to come: Oxfam pays jordan's help for refugees from iraq tribute.,-1.436405182,-0.8466057777,-1.078185558,-0.8039541245,1.0532140731811523,1
6768,"Besides, Mr. Reid seems to forget that the people who produced the tin delivered it to the traders at Ictis.",delivered,it,i,the traders at ictis,n,deliver,VBD,14,the people who produced the tin,IN,ADP,17,PRP,PRON,15,to,16,22,prep,po_only,"Besides, Mr. Reid seems to forget that the people who produced the tin delivered the traders at ictis it.",-0.3408703804,-0.474178791,-0.2108564377,-0.5599946976,0.3359556198120117,1
1709,Like take it to N U S or something.,take,it,i,n u s,n,take,VB,1,,IN,ADP,4,PRP,PRON,2,to,3,10,prep,alternating,Like take n u s it or something.,-0.7922563553,-0.4398388863,-0.5253796577,-0.9509968758,0.8849277496337891,1
5603,"The course of events in the West Indies, he said, had given an impulse to the minds of Negroes in the United States; there was a disposition to insurgency, and it now seemed that if there was to be colonization, Africa was by all means the best place.",given,an impulse,n,the minds of negroes in the united states,n,give,VBN,13,the course of events in the west indies,IN,ADP,17,NN,NOUN,14,to,16,54,dative,alternating,"The course of events in the West Indies, he said, had given the minds of negroes in the united states an impulse; there was a disposition to insurgency, and it now seemed that if there was to be colonization, Africa was by all means the best place.",-0.05652546883,-0.0696978569,-0.1362662315,-0.1908249855,0.1868691444396972,1
22725,The movie and the book owe their names to the list of over a thousand Jews who worked in the title character's factory to rescue them from destruction by the Nazis.,owe,their names,n,the list of over a thousand jews who worked in the title character's factory to rescue them from destruction by the nazis,n,owe,VBP,5,the movie and the book,IN,ADP,9,NNS,NOUN,6,to,8,33,prep,alternating,The movie and the book owe the list of over a thousand jews who worked in the title character's factory to rescue them from destruction by the nazis their names.,-0.795892477,-0.7680807114,-0.3539304733,-0.5779619217,0.3324666023254394,1
756,no after you bring him to the bank what are you gonna do with him.,bring,him,p,the bank,n,bring,VBP,3,you,IN,ADP,6,PRP,PRON,4,to,5,17,prep,alternating,no after you bring the bank him what are you gonna do with him.,-0.9300282001,-0.3921091557,-0.4140691757,-0.9226140976,0.2904567718505859,1
25483,"Following the dissolution of the Soviet Union, Bichkov left his home and family to avoid having to pay alimony payments to his ex-wife.",pay,alimony payments,n,his ex-wife,n,pay,VB,18,,IN,ADP,22,NNS,NOUN,19,to,21,25,dative,alternating,"Following the dissolution of the Soviet Union, Bichkov left his home and family to avoid having to pay his ex-wife alimony payments.",-0.276068449,-0.2716610432,-0.5359463692,-0.4603722095,0.1290011405944824,1
24116,"After seeing ""5 Broken Cameras"" pitched in Tel Aviv in 2010, Phillips brought it to the MeetMarket.",brought,it,i,the meetmarket,n,bring,VBD,15,phillips,IN,ADP,18,PRP,PRON,16,to,17,21,prep,alternating,"After seeing ""5 Broken Cameras"" pitched in Tel Aviv in 2010, Phillips brought the meetmarket it.",-0.6081972122,-0.3655896187,-0.3256225586,-0.5250148773,0.350644588470459,1
